スッパリ,ペットボ,ハッキリ,シャリパシ,ジタバタ,ジャーラン,ズタボロ,ドーボク,サングラ,スッキリ,ハッフッ,ボクサー,カップル,スーパー,ドロボー,カラフル,グチャグチ,ガッカリ,ガッハッ,サッパリ,ガタンガタ,トップス,ポッカリ,サンクス,ドタバタ
1,21,1,1,1,1,1,1,6,1,1,2,4,1,1,4,1,1,1,1,1,2,1,1,1
