からもぞ,にこびり,しながら,からさん,ひっつか,だったか,こうから,すること,さんがし,くすくー,からばた,もりだっ,ぺこしな,かったら,びしゃびし,けっとぼ
1,1,2,4,1,1,1,3,1,1,1,2,1,1,2,1
