ペットボ,バックラ,キログラ,トップク,スカウト,ハッスル,ブラウザ,カップル,ダダダッ,ワーアップ,キーボー,シネコン,トースタ,ワイドシ,スーパー,ワイトク,オートロ,コウモリ,フルカラ,スカトロ,ブラクラ,カラフル,グチャグチ,カチャカチ,ガラガッ,ガチャガチ,コンドー,サンドバ,ボーカリ,ノータッ,コンサー,クッキリ,ムズアップ,ドタバタ,ポップス
1,1,1,1,1,1,1,4,1,1,1,1,2,4,8,1,1,1,1,1,1,1,1,1,1,4,1,1,3,2,1,1,1,1,1
