ほやほや,ちらちら,どきどき,ごろごろ,にやにや,ついつい
['「まだ成立してほやほやなんだ」'],['\u3000教室に戻ると、ついつい榊原くんと藤田くんのほうをちらちら見ちゃう。'],"['\u3000すっごくどきどきしてきた。', '\u3000たぶん、しんいちくんもわたしと同じくらいどきどきだと思うから、今日くらすの様子をちゃんと見てれば、しんいちくんが誰かはっきりするとは思うんですが、とてもそんな余裕はないようです。']",['\u3000夕食後、べっどにごろごろと寝転がりながら、すまほで「小説家になろう」を見ておもしろい恋愛小説がないかなって探してたんだ。'],['\u3000とにやにやした顔でちょっかい出してくる。'],"['\u3000それからっていうもの、教室でめぐを見かけるたびに俺はついついめぐのことを目でおいかけてしまうようになった。', '\u3000教室に戻ると、ついつい榊原くんと藤田くんのほうをちらちら見ちゃう。']"
