くっきり,さんこそ,だったら,からだっ,ことだっ,いじめら,どきつい,だったか,さんから,さんにこ,きりはら,すること,さんがし,しなかっ,わないじ,からのこ,しくくら,わなかっ,かったか,こんくー
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1
