がしてく,ことくら,うとこん,うとする,しながら,すごすた,つけたか,ことだっ,こそうと,からがら,だったか,もわかっ,すること,へとぶつ,がたかっ,しなかっ,もりだっ,もわから,からのこ,ひたすら,かったら,わなかっ,らんさん,かったか,へっくす,かってく
1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2
