ペットボ,ウラジー,オロギー,コントロ,キーワー,サングラ,クスペリ,キーパー,ブラコン,スーパー,ボロブラ,スーツケ,ボーイソ,サンドバ,タッフル,コンプリ,ピリオド,ヨタクラ
2,1,1,1,1,4,10,1,2,5,1,1,3,1,1,1,2,1
