ペットボ,コンピュー,ランペッ,スッキリ,ハッピー,ガラスゴ,コンクー,ヨロシク,クッキー,スーパー,ワイトク,スッカス,ガッカリ,サッパリ,ケットボ
1,4,1,3,1,7,1,1,5,1,1,2,2,1,1
