ばらくす,うとする,しながら,かりする,うところ,だったら,だったか,おいてく,くださら,すること,わないら,しなかっ,からかっ,くいうと,するくら,つかわし,たらこん,わなかっ,かったか
1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,3,1
