サングラ,マゴサン,カラフル,スーパー,ワイトボ
"['「ほら、いっぱしの芸能人でしょ？\u3000県内でもそんなに知ってる人いないと思うけど、有名人ぶっちゃってさ。会社に来る時、サングラスとマスクで変装してくるんだよ？！」\n', '\u3000それというのも角刈りにした頭といい、薄いサングラスといい、白いジャケットに黒いシャツという出で立ちで、先の尖ったエナメルの靴を履いていたからだ。\n']",['\u3000口の中に無理矢理タマゴサンドをねじ込まれた。\n'],['\u3000１００円ショップによく売っている、プラスチックのカラフルな容器にサンドイッチが盛りつけられている。\n'],"['\u3000これです、と少年がスーパーの買い物袋から取り出してみせたのはプロセスチーズ。\n', '\u3000一気にそれだけしゃべって、苦労人と思われるスーパーバイザーは息を吐き出した。\n', '\u3000海岸沿いには工場が立ち並び、大型電機店やスーパーがあり、それほど背の高くないマンションもぽつぽつと点在している。遺体が発見されたマンションは３階建ての瀟洒な建物で、一人暮らしの女性向けだという。\n', '\u3000差し出された名刺には『受注サービスセンタースーパーバイザー』の肩書があり、フルネームで富樫公一と記載があった。\n']","['\u3000報告を聞いた管理官はホワイトボードを見つめた。\n', '\u3000さらっと答えてから和泉は、ホワイトボードに貼ってある顔写真を見渡す。\n']"
