ペットボ,ハッキリ,サンプラ,ジタバタ,ランカラ,ホットコ,サングラ,スッキリ,スカウト,ハッピー,タポタッ,カップル,コンクー,キーボー,クッキー,ムシャクシャ,スーパー,フルオー,コンダク,ガッカリ,スーツケ,ガチャガチ,ブランドバ,プルタブ,ゴキブリ,コンサー
7,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,3,1,40
