やいやい,そろそろ,さらさら
['\u3000いやいやいや。恥ずかしすぎるから！\n'],['「そろそろ，ちゃんと仕事を探さなきゃな」\n'],['\u3000とはいえ，もちろん刑務所に入る気などはさらさらない。\n']
