ガリガリ,キラキラ
['「ではこう、キラキラしたものをお探しで？\u3000残念ながらこの家にはそんなものありませんよ。ちなみに、メスに飢えているとかであれば、私は全くお勧め致しかねます。顔はそこそこですが、体はガリガリで楽しめないと思いますよ」\n'],['「ではこう、キラキラしたものをお探しで？\u3000残念ながらこの家にはそんなものありませんよ。ちなみに、メスに飢えているとかであれば、私は全くお勧め致しかねます。顔はそこそこですが、体はガリガリで楽しめないと思いますよ」\n']
