ハッキリ,コントロ,ガッチリ,キーボー,ワイドシ,ランコロン,コウモリ,プルトッ,サンサー,キロメー,ブストー,サッパリ,ブラジャー,トップス,コツヒー
3,1,1,1,1,1,1,1,1,1,1,1,2,1,3
