パープリ,ペットボ,ハッキリ,マザコン,スクワー,コンピュー,クステラ,ジタバタ,コンドロ,キーワー,ホットコ,サングラ,スカウト,ハッピー,カップル,グラサン,クッキー,クラスタ,ワイトボ,スーパー,カチコチ,スーツケ,ブルメー,ガチャガチ,ブランドバ,サンキュー,ゴキブリ,サンドバ,トッパー
1,9,12,2,1,1,1,1,1,1,1,18,1,1,3,2,1,1,1,3,1,7,1,2,1,2,1,1,1
