ぼろぼろ,ぶるぶる,するする
['\u3000涙はぼろぼろと珠のように零れて視界を塞ぎ、私は手探りであなたの蛹に触れ、縋るように抱き着きました。'],['\u3000痺れるように血の気の失せていく指先は、制御を失いぶるぶると震えていました。'],['\u3000表面に引っかかるように揺れた針先が、その薄皮に傷を残すことを恐れ、私はぴっくを握る右の手を、左手で押さえ込みました。けれどそれは震えを肩まで広げるだけで、二の腕についた薄い肉が、するすると揺れるのがわかりました。']
