ことくら,うきたか,とこだっ,するとこ,はっきり,さんがら,むかつい,がらすご,くつだっ,よろしく,すっきり,がったら,しながら,がぶつか,からはた,もそこそ,だってく,わいとく,うところ,するから,からのー,からよろ,だったら,からだっ,からつい,ついくっ,かちだっ,ことすら,がらひた,すっかす,さんすら,ふっつー,たっきり,からがら,かったじ,からまじ,するぐら,ころだっ,くっきー,だったか,すーぱー,だったっ,おいてく,がっかり,こうから,ことがば,するしな,もそうだ,らんぷか,こうする,さんがび,ごろだっ,すること,ごくぎょ,ばっかり,ついたら,しないら,もそもこ,しなかっ,ついさっ,ぺっとぼ,さんがや,はっぴー,ひたすら,かったっ,からかっ,からさっ,しばかり,からする,かったら,どくこと,こんぴゅー,たらこん,わなかっ,さっぱり,かったか,けっとぼ,らんぺっ,こんくー,とくぐら,すごくた,さんだっ,ことがし,うしたら,いそうだ,がたわー
2,2,1,2,1,1,1,7,1,1,6,1,6,1,1,1,2,1,1,3,3,1,32,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,7,1,2,1,3,1,1,1,6,1,1,1,1,15,1,7,1,1,1,3,2,1,1,1,1,3,1,1,2,2,2,1,4,1,1,1,8,1,1,1,1,1,2,1,2,2,1
