ハッキリ,ペチャクチャ,ツヤコウ,コンピュー,コンポタ,ズタボロ,ホットコ,サングラ,ガッチリ,スッキリ,グスタッ,スカウト,ハッピー,カップル,ザードー,キーボー,バッチリ,ヒーカッ,グラサン,スクラン,スーパー,ウトスル,サンプリ,ギョロギョ,ノコギリ,コンチク,ランコロン,ウルフカ,メチャクチャ,カチャカチ,ハラドキ,ガサゴソ,ワイトロ,ガチャガチ,グーパー,グッドタ,プルジュー,タッフル,トッパー,ドタバタ
1,1,3,2,1,1,2,4,1,1,1,1,1,10,83,3,2,6,2,1,1,1,1,1,1,1,5,1,2,3,1,2,1,3,2,1,2,3,1,2
