ペットボ,サーカス,ハッキリ,バタフラ,コントロ,パラグラ,キーワー,スッキリ,ハッピー,カップル,シャッフル,バッチリ,ワイドシ,スーパー,テクノロ,ドロボー,ウロチョロ,ブルメー,サンキュー,ケットボ,コンパク,パラノー,アハハッ
9,1,6,3,11,3,1,2,1,2,2,2,1,2,2,1,1,1,27,1,1,6,1
