バラバリ,ガクラン,ピークイ,ペットボ,サーカス,ニコニヤ,ハッキリ,ザラシネ,ワースー,ホッコリ,ピチャピチ,キャットボ,コンピュー,トッキー,ジタバタ,ガラゴロ,コントロ,モジャモジ,ワラクラ,ハラキリ,ドーボク,ワシタタ,ジーキャッ,ブラカリ,キーワー,トロドキ,サングラ,ムシチュー,ブランブラ,スッキリ,ウシムラ,フカフガ,スカウト,ハッピー,ダックス,ダダダッ,モリクラ,トロドー,ガクボー,コンクー,ワーアップ,キーボー,タタミシ,バッチリ,ムズワー,スーパー,イソガシ,キーカラ,ギョロギョ,ノコギリ,ベロンベロ,ウラクダ,チューガク,オードブ,ジャーキー,ウロチョロ,バックス,ランスタ,クックド,パーカッ,グダブル,カラフル,ヘックニ,グータラ,ブーメラ,ガッカリ,ブツクサ,ガサゴソ,メタボリ,トロピカ,ジトガシ,ワードロ,ガラガッ,ビカメラ,タッパー,キューパー,ブラジリ,ムシャムシ,キクコト,バックド,カッハッ
3,1,1,7,11,1,6,1,1,1,1,2,7,4,1,1,1,2,1,1,1,2,14,12,1,2,2,1,1,6,2,1,1,1,2,1,2,2,1,1,1,1,1,3,1,5,1,2,1,3,2,5,2,2,1,1,1,1,3,8,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
