さっそく,こんがら,わたしな,だったか,ずるだっ,べたから,べたこと,ぎりすか,かすこと,べたかっ,もりだっ,かったら,つかくら,かったか,ぎりすや,すーぷか
1,1,1,1,1,4,4,1,1,1,1,2,1,3,2,1
