ケットコ,サンフラ,ペットボ,キリギリ,トロノー,チョコブラ,コンピュー,サバゲー,バタフラ,コントロ,トップク,カツサン,ブルドー,ブラザー,ハラヘラ,ホットコ,ブークッ,サングラ,ランペッ,ハッピー,ドースイ,ボクサー,カップル,カップリ,クスクッ,ゲームシ,コンクー,キーボー,バッチリ,ヒーカッ,サードシ,ランクス,ワイトボ,ワイドシ,キューコン,スーパー,ピーパー,ワイトク,ヘラクラ,ランクイ,フルカラ,ダッフル,ワードロ,ブラジャー,ギリサン,サンキュー,コンパク,サンドバ,フルボリ,ピリオド,コンサー,バックド
1,1,13,1,1,1,1,4,3,5,1,2,1,1,3,2,1,10,4,1,1,2,13,1,1,2,2,2,1,2,1,5,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2
