ペットボ,ハッキリ,キログラ,ズキンズキ,キーワー,サングラ,ミリメー,ガッチリ,スッキリ,ガタゴト,ハッピー,カップル,ベリスク,バッチリ,コンピー,サンドロ,キロメー,テラピー,メソポタ
1,1,1,2,1,10,2,1,1,2,3,53,1,1,1,1,10,1,1
