バタバタ,ガシガシ,モゾモゾ,ピチピチ,パラパラ,コソコソ,ダラダラ,ビシャビシャ,ヤイヤイ,ペコペコ
['\u3000しーちゃんは朝からバタバタ走り回ってあっちこっちに封筒をしこんだことになる。'],['\u3000頭をガシガシ掻きながら、私は改めて手紙の束をパラパラと確認する。'],['\u3000ベッドからモゾモゾと這い出した私は。'],['\u3000今年で14歳になる、ピチピチのJCだ。'],['\u3000頭をガシガシ掻きながら、私は改めて手紙の束をパラパラと確認する。'],['\u3000私はなるべく気付かれないようにコソコソと体育館の一番後ろ……つまり、体育館の舞台と反対側へと移動して、その壁を眺めて回る。'],['\u3000さっきまでダラダラと日曜日を満喫していた私だが、今は自宅のポストに突っ込まれていた封筒を眺めている。'],['\u3000こんな大雨の日にあの映画館の前で待っていたら、ビシャビシャに濡れて風邪をひくに決まっている……私が1番(・・・・)、分かっている(・・・・・・)！'],['\u3000……イヤイヤイヤ、ココで待ってますも何も、待ってないじゃん！'],['「すみません、すみません」と両手を合わせて頭をペコペコしながら教壇へと向かう。']
