ゴホンゴホ,コントロ,トップク,スカウト,ハッピー,ガッツー,カップル,グジウジ,バッチリ,ガラクタ,メチャクチャ,ブツクサ,ハラワタ
1,1,2,1,1,1,1,1,1,1,1,1,1
