クッキー,バンキン,キーボー,フラワー,コンクリ,ビーカー,シックス,チップス,アープラ,ハッピー,グルマザ,グスプラ,カップス,ワイトク,カーペッ,カサコソ,タックル,グラウン,タヂカラ,ドタウン,コントロ,タッパー,パシャパシ,クラウン,ペットボ,クダウン,パーキン,クドチー,パーカー,グスクー,スーパー,ピープル,スクリーン
2,1,2,1,4,6,1,1,1,1,1,1,1,2,4,1,1,4,1,1,1,1,1,6,16,1,2,1,2,1,8,1,2
