わなかっ,いらしく,すくめた,かっぷる,きちぎり,つけてく,するから,がらひた,ぱんにこ,うとしな,うとする,ぽつりぽつ,かってく,くるくら,あーぼー,めちゃくちゃ,でかかっ,はっきり,きしめた,もたげた,にやつか,うところ,しながら,すること,ぺんから,ばらけた,うだから,たらこん,ひそめた,わんばか,からかっ
1,1,1,6,1,1,2,1,1,1,5,1,1,1,19,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1
