ことから,わなかっ,いらしく,えんじん,すくめた,かりびー,ころから,うととん,くるげー,ぽつぽた,おいてく,どたうん,つけとく,つけたら,てかわい,けらかん,ずたじろ,するとこ,がらわく,めたばか,もそうだ,うとしな,からへと,こんくー,くつもり,しなかっ,はためら,がたかっ,ぶつけた,ゆるめた,ちらこち,すーぱー,うとする,しゃんぷー,にこちら,ぶらうん,きりしな,からこそ,ぴんぐさ,がらすー,たっぷり,はっきり,かったら,こともそ,にこけた,くるとこ,うところ,とこちら,たらくだ,からかー,からひや,よろしく,かっこつ,するなよ,ちっばち,しながら,すること,てかけた,めたこと,ぷらしー,ぐるしく,ことぐら,だらしく,ちくくど,たらしく,がつくだ,ぴんぽい,からはっ,はたくさ,みしめた,ことばか,ぶつかり,まるとこ,ぽたぱら,わんばか,とんべり,からまる,すればき,しっかり,ごちゃごち
1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,4,1,1,1,5,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,3,1,1,1,12,10,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,2,1
