パッパカ,ウンブリ,ツンデレ
['\u3000そして、パッパカバーン！\n'],"['「わかった！\u3000ウンブリエ」\n', '\u3000そのウンブリエの声に従い、俺はモエカの元へと一気にかける。\n', '\u3000ウンブリエが姿を現す。\n']",['\u3000サエは相変わらず澄ました顔をしている。彼女はツンデレなんだよなぁ。\n']
