ぴかぴか,ぼたぼた,そろそろ,ぶんぶん,ひしひし
['\u3000色とりどりの電球が、電源もないのにぴかぴかと光る。'],"['\u3000ぼたぼた……何かが俺の頭からこぼれている気がする。それは血なのか、それとも脳みそなのか。', '\u3000ぼたぼた。']",['\u3000榊は迷ってはいるようだった。その間にもざざっ……ざざっとのいずがうるさい。この携帯、そろそろ買い換えるべきか。'],['\u3000その言葉に、俺はぶんぶんと頷くと、黒い子どもの手を振り払って、めりーごーらんどの横を逃げるように走り抜けた。'],['\u3000俺はひしひしと自分が引きずり込まれているのを感じながら、別の男を捜すことにした。']
