ぼさぼさ,ぬるぬる,そろそろ,おいおい,ほいほい,どんどん,ぎりぎり,びんびん
['\u3000鼻水と涙まみれの十代後半に見える女性。もう一分もしないうちにぞんびに追いつかれそうだ。髪の毛はぼさぼさで涙と鼻水が垂れ流しで――絶望に染まった顔。'],['\u3000持ってきたろーしょんを次々と階段や、下にいるぞんびに投げつけていくと、ぬるぬると足下がおぼつかない奴らが転び、起き上がろうともがいている。'],"['\u3000しかし、そろそろ動くべきではないだろうか。', '\u3000ここは立てこもるのに適しているが、そろそろ食料や水、そして日用品の補給をしたい。ぜいたくを言うわけではないのだが、精力剤だけで生き抜くのは辛すぎる！']",['\u3000怯えながらも声のした方へ視線を向けると、最近髪が薄くなってきている店長にすーつを着た男が抱きついていた――えっ、おいおい！\u3000喉元に噛みついてないか？'],"['\u3000温めたお〇ほーるにばい〇を入れた、名付けて『ぞんびほいほい君』', '\u3000窓の隙間から『ぞんびほいほい君』を道路に向かって投げつけると、落下音に反応してぞんびたちが振り返り、そっちに歩いていく。', '\u3000よっし『ぞんびほいほい君』が頑張って地面でびくんびくんしている。', '\u3000俺はこーとを勢い良く広げると、内側に収納しておいた『ぞんびほいほい君まーくⅡ』と防犯ぶざーを取り出し、女の子の後方に向けて投げつける。', '\u3000迫りくるぞんびの群れに『ぞんびほいほい君三号』を投げつけたのだが、あの数だとあっという間に破壊され、足止めにもならない。']",['\u3000どんどんと扉を激しく叩く音が響いてくる。'],['\u3000徐々に閉まっていく扉の隙間から、血まみれの女が見えたがぎりぎりで扉を閉めることに成功した。'],['\u3000栄養価の高い「びんびん６９まぐなむ」という錠剤や「はいぱーちょもらんまくえすと」という健康どりんくといった、怪しげなねーみんぐの飲食料が常備されていたのが大きかった。']
