ごりごり,ぼろぼろ,わくわく
['「乙女君って、お前はごりごりのおっさんやないか。それにだったんですねって、過去形になっとるやないか」'],['\u3000往時の賑わいは消え失せ、ぼろぼろになったどりーむらんどは静かに佇んでいた。'],['\u3000芸人ってのは、因果な生き物だ。裏野(あそこ)どりーむらんどをすてーじに出来るかと思うとわくわくが止まらないのである。']
