ワンピー,バンパー,バリスタ,ポリシー,コンクリ,エンジン,ゴーグル,ピーチク,パーチク,クスフン,ブラジャー,ポンバシ,コントロ,クラウン,パーカー,ワイトボ,コトゴト,ブラウン
4,1,2,1,4,1,1,1,1,1,1,1,5,9,2,1,1,1
