くること,ころから,かーどぶ,するから,たっぷす,つんざく,しとくよ,からすぽ,うとする,げたこと,びりびん,にやたら,まじでぶ,ぽつんぽつ,はっきり,くさいじ,がつくる,ぼんくら,がちかち,かってか,しゃーぺん,ちんから,しながら,ぴんぽん,がやたら,たらしく,かりなよ
1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,1,1,1
