カツコツ,ポタリポタ,ガサゴソ,ハッアー,クーリン,クッビク,カサゴソ,ワンカッ,コツンカツ,ハッキリ,コントロ,トンカチ,ペットボ,スカウン,ベリガサ,チンカラ,コツカツ,スーパー,シナガバ,ゴソベリ
2,1,5,1,1,1,1,2,1,2,1,3,3,1,1,36,2,3,1,1
