かしゃかしゃ,おいおい,ばかばか
"['\u3000かしゃかしゃかしゃかしゃかしゃ………', '\u3000かしゃかしゃかしゃかしゃかしゃ………']",['「おいおい、まじかよ」'],['「ばかばかしい」']
