パーカー,グスカー,ピーカー,メリカン
"['\u3000ぶかぶかのパーカーを着たまま、檻の前に座る。', '\u3000僕はパーカーの腹部を触った。']",['\u3000ノースリーブとロングスカートの包装服が、金糸で繊細に装飾をされているかのように見えた。'],['\u3000窓の外から、宗教の宣伝カーのスピーカー音が聞こえてくる。'],['\u3000どうもあの雰囲気からして、ネイティブアメリカンの英雄のつもりのようだ。']
