ハッスル,ハラドキ,ワンゲー,カップル,シャーペン,パンパカ,クーポン,ツンデレ,コンクリ,デコピン,ドキワク,ピーカー,ワクドキ,バチチチ,クーリーン,ガラクタ,クンドク,クリコクリ,ギリスレ,ガンシュー,ジャングル,コントロ,ワイドシ,ペットボ,パーキン,ビースタ,シクヨロ,スーパー,ピンポイ
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,3,1,1,1,1
