じんする,からいじ,かってく,いじめた,がらかた,いじめら,きびだら,つけたら,からどん,いそうだ,ちまくっ
['\u3000右手はじんじんするが、気にしない。'],['\u3000日本からいじめは消えたが、暗い世の中になった。'],['「分かってくれないなら別にいいです。さようなら」'],['「といれで僕をいじめたときの動画。あれを拡散させたでしょ？\u3000辛かったよ」'],['\u3000自分の背後にいるおまわりさんは、自分の話を聞きながらかたかたとぱそこんを打っている。'],"['「いじめられて自殺って馬鹿らしくなってさ」', '\u3000ある国では、いじめられっ子の復讐をこう呼んだ。']",['\u3000自分は逆。頭は悪い。顔もにきびだらけ。いろんな人に悪口を言われる。'],['\u3000持っていたないふを投げつけたら、たまたま喉元に刺さった。'],['\u3000廊下に飛び出した人からどんどん打った。'],['\u3000お父さんもお母さんもかわいそうだから、ころした。'],['\u3000うるさい女子に向かって撃ちまくった。']
