ガチャガチャ,ダラダラ,ガサガサ
['\u3000そう思った俺は慌てて着替えて、スマホに財布、鍵だけをもって外へと飛び出した。ガチャガチャと震える手で鍵をかけて、車まで走った。慌てて乗り込み、エンジンボタンを押した。最悪の事態を想定していたけれど、何の問題もなくエンジンがかかった。僅かに安堵し、そのままアクセルを踏み込んで近くのコンビニへと向かった。'],['\u3000ダラダラと顔を洗い、着替えをして軽食をとった。'],['\u3000不快感を感じて目を覚ました俺は、変な音が聞こえる事に気が付いたのだ。それはガサガサと何かを引っ掻くような音だった。']
