ばらくす,にたくさ,がらすか,こちから,しなかっ,からこそ,はっきり,かったら,がみこん,すること,ちかけら,がらぼさ,たらしく,すごかっ,こってか,しっかり
1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1
