カーボー,クッキー,ガリボリ,スパスタ,ワンピー,カラクリ,ジンジャー,カップル,ワンシー,コンパク,スカウト,ワクチン,チョンケチョン,カンテラ,チンガチ,チンピラ,コンクリ,エンジン,シオリン,フンコロ,ビーカー,ピーカー,ボカズラ,ジクザク,ワンパン,シートン,トロベリ,メリバキ,ピチャピチ,ゴーカー,ハッピー,キングサ,キーパー,ガラクタ,クラシッ,パーリン,ワンツー,ペチャクチャ,ハードボ,チラリチラ,コンゲー,シュークリ,ピッチリ,ブラジャー,ウマカッ,ゲーカッ,トロチッ,クリビク,カーペッ,ワーアップ,ブルドー,ズキンズキ,バカデカ,マルチー,タックル,ビングル,ワンカッ,キーワー,ドンパチ,ハッキリ,モゾガサ,オンボロ,ポツリポツ,オンスー,クンビク,カチャカチ,ジャングル,コントロ,シャンプー,タッパー,トンカチ,キンシッ,ポーカー,スタボロ,ズタボロ,ジャーキー,ペットボ,ネチャネチ,ハードカ,トンズラ,パックリ,コンピュー,スパイラ,ブラウン,スーパー,シャリカシャ,カリコリ,ピンポイ,スレチッ,キリバキ,ジンクス,バカゲー,キラリキラ,ヨロコン,パンツル,パーカッ
3,1,1,1,23,1,2,3,5,1,5,1,1,2,1,1,2,7,17,2,4,8,1,1,1,1,7,1,1,3,2,2,1,4,1,3,2,1,1,1,1,1,5,2,1,1,2,2,3,1,1,1,1,1,8,2,3,8,1,5,1,4,4,1,3,2,5,2,3,7,1,2,2,1,8,1,4,1,1,1,1,2,1,1,12,1,1,1,1,1,1,1,3,1,1,3
