パチパチ,ボロボロ,フワフワ,チラチラ
['\u3000遠坂はパチパチと手を鳴らすが、誰も手を叩こうとしない。嫌悪を含んだ視線を彩へとぶつけていた。\n'],['「私の臓器はボロボロで、腐敗しているんだって。だからほら、私の身体、生ごみが腐ったような匂いがするでしょ」\n'],['\u3000担任の遠坂が悲しみを含んだ声でそう口にする。彼女は外見のフワフワした雰囲気からも分かる通り、人は皆、善人だと信じている、残念になるほどの博愛主義者であった。彼女は言葉を続ける。\n'],['\u3000灰色の壁に囲まれた病室。その中央に置かれたベッドの上に彩の姿はあった。栄養液バッグの取り付けられた金属の点滴スタンドが手首に伸びている。天井のチラチラと光る蛍光灯を見つめる彼女の姿は、今生きているのが不思議なくらい儚げであった。\n']
