わなかっ,しなこと,からおち,するから,ことすら,ちっさく,びんぐる,こちから,もそうだ,いじめら,えんぼと,ちまけろ,にたかっ,からぱー,うじゃうじ,からこそ,かったら,からする,きこもり,かったっ,するなよ,すること,からすれ,たらしく,ぷらしく,いらする,てくるん,しっかり,ことくら
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,2,1,5,1,2,1,2,1,1,1,4,1
