かちかち,かんかん,さくさく,ちびちび,どんどん
['\u3000というわけで金曜の夜。俺はかちかちぱそこんを立ち上げた。'],['\u3000幸いにも外はかんかん照りみたいだ。時刻は……うおっ、もう十時！？\u3000完全に時間損したな、と思うけどこうなりゃ開き直りもできる。まずは干してみて、だめなら今日のうちにねっとで掃除の方法を検索して試してみて、それでもだめなら新しいまっとれすを買いに行っちまおう。'],['\u3000ろぐおん画面が表示される。ここまで来ればさくさくだ。すぐにぱすを入力し、いんたーねっとを開く。それから検索窓を二秒くらい見つめて、入力。こういうときは思いついたまま本能のままに入力するのがいいのだ。'],['\u3000大学時代から使っているぱそこんで、最近は立ち上げるにも時間がかかるようになってきた。ろぐおん画面が映るまでに、珍しく薬局で買ってきたせーる品の酒をちびちび啜る。好きでもなければ嫌いでもなく、強くはないが弱くもない。気付け薬みたいなものだ。'],['\u3000単にこれまでの俺は想像力が足りなかっただけだったらしい。家にいる間どんどんすとれすが溜まってくるから日に日に外出が増えた。']
