バラバラ,クスクス,ブツブツ,コロコロ,パカパカ,オドオド
"['ボタ、ボタッと水っぽい音を立てて、バラバラになった赤ん坊が床に落ちる。', '「うるさい！いつかおじいちゃんが死んでおばあちゃんが死んでお父さんも死んだら、この大事にしてる先祖代々の土地とやらをバラバラにして売り払ってやるから！」']",['突然クスクスと笑いだした志帆を、家族が怪訝そうな顔で見る。'],"['壁に寄りかかりながらブツブツと呟く。', '志帆はブツブツ呟く。そんなことで彼らが消えないことはわかっていたけれど、それでも言わずにはいられなかった。']",['後ずさるが、女の首はコロコロ転がって志帆に近づいてくる。腰が抜けて、動けない。'],['すると、壁をすり抜けて、ずるり、ずるりと這いずる一人の女が通りがかった。歩くたびに取れかけた首がパカパカと動く。気持ちが悪い。'],['大人しくいつも自信なさげにオドオドしていた孫娘の突然の変貌に、驚いているのだろう。']
