ことくら,しなくちゃ,うとする,にこくり,しながら,からこそ,すること,ことすら,しなかっ
['\u3000誰にだって人生で嫌なことくらいは起きる。'],['「あぁ、ごめん。僕も自己紹介しなくちゃね。高平和馬(たかひらかずま)、年齢は二十五歳だよ。高平でも、和馬でも好きなように呼んでくれていいよ」'],['\u3000振り返り、彼女を追おうとするが、その姿は既に見えなくなっており、ただ静かな森だけが視界に映っていた。'],['\u3000僕の自己紹介にこくり、と頷く雪子さん。'],['\u3000欠伸を噛み殺しながら、脱力した僕はゆっくりと目を瞑る。'],"['\u3000だからこそ、陰鬱な気分をなくすために僕の足は自然とここへ赴いた。', '\u3000あんな子供がここで生活しているなんて普通じゃない。しかし、普通じゃないからこそ、人としての生活を送れていることに、僕は驚いていた。', '\u3000だからこそ、僕は心の底から彼女に感謝している。']","['\u3000彼女が何を抱えているのかも知らないし、知ったとしても僕なんかじゃどうすることもできない。', '\u3000そんな地獄のような場所にいながらも、彼女は屈することなくずっと抗っていた。']",['\u3000前までは表情を変えることすらしなかったから、今のこの時間が不思議に思えてくる。'],"['\u3000優しく語り掛けてくるその声に、当時十一歳の僕は、逃げ出すようなことはしなかった。', '\u3000前までは表情を変えることすらしなかったから、今のこの時間が不思議に思えてくる。', '\u3000結果として僕は抗うことをしなかった。', '\u3000祠の周辺で、今まで存在しなかった古びた家と身目麗しい白髪の少女の姿が現れ、前触れもなく村から消えた人間が、枯れた湖の中心で溺死した状態で発見されたりするといった恐ろしいことが起こっていた。']"
