ぼそぼそ,とぼとぼ,ばらばら,がつがつ,いそいそ,じわじわ,べらべら
['\u3000最後の方は独り言だった。彼女は胸に手を当ててぼそぼそと囁いている。その砕けた口調は確かに家族に向けたものだ。僕は背筋を冷たい汗が流れるのを感じた。\n'],['\u3000私物を纏めてとぼとぼと会社を出ると、びるの外で母が待っていました。\n'],"['「ええ、電車に撥ねられてばらばらになってしまいました。私も肋骨を折ってしばらく入院したの」\n', '\u3000凄い音がしました。何かが破裂するみたいな……人間の体ってあんな音を立てるんですね。母が潰れて折れてばらばらになる音でした。\n']",['\u3000さいとに登録して十人以上の女性と会ったが、どの人もぴんとこなかった。何というか結婚に対してがつがつしていて、ちょっと引いてしまったのだ。僕が一部上場企業の課長職だと知ると、彼女らはますます前のめりになった。結婚相手に経済的な安定を求めるのは当然だけど、僕が好きなのか僕の年収が好きなのかよく分からなくなってしまう。\n'],['\u3000彼女は部屋の入口に目をやって、うぇいたーがいないことを確認する。その後椅子から立って、いそいそと僕の隣にやって来た。少し嬉しそうだ。母親が態度を軟化させたのかもしれない。\n'],['\u3000蚊の鳴くような声に、僕は口の中が渇くのを感じた。緩い絶望が、じわじわと腹の中に広がっていく。\n'],['\u3000駅に着いて改札を通っても、母はべらべら喋りながらついてきて、私は我慢できなくなりました。お母さん千夏を許してあげるわ、って言われたのがきっかけだったかもしれません。\n']
