キーボー,ハードカ
"['\u3000キーボードの打鍵音をかき消すくらいに、大きな音がした。思わず手を止める。', '\u3000キーボードに触れた瞬間、何かが飛来してきた。それはわかった。鼻が痛い。触れると跡がついているのがわかる。なんだかこの感触に覚えがある気がする。目に涙。それでもしかし、捉えた。', '\u3000キーボードの上で。']",['\u3000仕事から帰ってきたら床と机に、ハードカバーから文庫本から、本が散乱していた。']
