ギトギト,キラキラ
['\u3000オレはこれでも、だいぶ人の相談に乗ってる。なかにはどんだけ痛い目にあっても懲りない、ギトギトの欲望を捨てらんない子供だっていた。でも君はそういう欲望の強いタイプの子には見えねーんだよな」\n'],['「やっべ、なんだよあれ、もの静かなのにキラキラしてる子なんてはじめて見た！\u3000清麗の校則や校風って、話に聞くだけでも『このご時世によくやるよ』って感じだったんだけど、あんな生き物作れるんなら悪くないかも」\n']
