するかっ,わなかっ,するばか,はたぶん,くること,がちくり,かっぷる,わいとぼ,ぶるるん,しーびー,くすへと,ころから,つけてく,わんかー,きーぼー,くったっ,うろうと,たっぱー,にたくさ,ことがば,しゃーぴち,からぽこ,うとしな,たらべた,もそこそ,くつもり,しなかっ,きしてく,たらまじ,すーぱー,からきん,びりする,うとする,げたこと,きーわー,かすこと,かってく,こそうと,くんどく,こりする,ぶらうん,ぱっしー,むらから,いそうだ,はっきり,するくら,かったら,がみこん,きしめた,こんくり,のおばさ,とぼけた,げろりん,ことがた,からこっ,こんばん,げたかっ,しながら,すること,にやする,てらぶら,がつるん,もたくさ,からちら,しーずん,くりする,じろうと,がたくさ,はたくさ,こんちく,べたちー,かーがさ,てくるん,ころへと,とくから,ばしゃばし,しっかり,ことくら,しくすた
1,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,6,2,1,2,1,1,1,1,1,1,1,3,1,1,4,1,1,2,1,1,1,1,1,1,2,3,5,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,2,6,1,1
