バリボリ,ワンパン,スクドー,キャッスル,トロゲー,マジシャン,パープル,タックル,キーワー,デコボコ,シナジー,ジャングル,パーカー,ブーメラ
1,2,1,8,1,1,2,1,1,1,1,2,1,2
