うとする,うところ,すること,わーふが
['\u3000だが、単なる怪異化生とも言い難い。その行動には明らかに意図があった。村を効率的に焼こうとする思考が透けていた。'],['\u3000その過程で、からむは賢者の言うところの「法則性(せおりー)」に気づいた。'],['\u3000からむの半生はそれを打倒することに費やされてきた。'],['\u3000――どわーふが火に傷つかないことを姉は知っていたのに。']
