ガタガタ,ボロボロ
['\u3000そしてガタガタと大げさなほど震え、崩れ落ちるようにその場にへたり込んだ。'],['\u3000ボロボロの女子高生のセーラー服らしきもの着ている異形が、席に座っていたのだ。']
