ケタケタ,パクパク,バラバラ,カラカラ,ギリギリ
['\u3000そうして再び訪れた静寂の中で、どこからか、ケタケタと子どもの笑い声がした。\n'],['\u3000よほど驚いたのか、彼女は小さな口元をパクパクとさせていた。\n'],"['\u3000バラバラになった全身のうち、かろうじて原型を留めて転がっている右腕は白く、余計な脂肪の付いていない、肌理細やかで瑞々しいものだった。\n', '\u3000おそらくは今日、ここで一人の女性が電車に撥ねられて、こんな風にバラバラになって死んでしまう。\n', '\u3000バラバラになった身体は線路上にあるから、こちらは透明人間のように見えてしまうのだ。\n', '\u3000そこから視えたのは、バラバラになった人の肉片と、かろうじて原型を留めている白い腕だった。\n']",['\u3000僕の喉はカラカラに乾いていた。\n'],"['\u3000うん、と即答しかけたけれど、ギリギリで飲み込む。\n', '\u3000運転手は僕の腕から解放されると、ギリギリのところでハンドルを左へ切り、トラックとの正面衝突を免れた。\n']"
