カップラ,ワンシー,クンビク
['\u3000まずは缶詰を放り込み、菓子類とカップラーメンと袋麺を全て入れる。乾物も日持ちするからまだいけるな。パンも賞味期限が少々過ぎているのは大丈夫だろう。'],['\u3000首にめり込んでいる歯、あふれ出る鮮血。まるでホラー映画のワンシーンを見ているかのような、そうゾンビ物の映画でよく見る光景。'],['\u3000よっし『ゾンビホイホイ君』が頑張って地面でビクンビクンしている。']
