カタカタ,パタパタ,コンコン,ジンジン,ヘラヘラ,ボコボコ,パンパン,ドンドン
['\u3000自分の背後にいるおまわりさんは、自分の話を聞きながらカタカタとパソコンを打っている。'],['\u3000パタパタと倒れていく。'],['\u3000コンコンと黒板に数式を書き進めていく若い女教師。'],['\u3000右手はジンジンするが、気にしない。'],['\u3000でも、目的は果たしたから結構満足していた。だから、ヘラヘラ笑っていた。'],['「五人がかりで僕をボコボコにしてくれてありがとう。強くなったよ……こうしてね」'],['\u3000パンパンになるまで物を詰め込んだ登山用のリュック。それが背骨を軋ませる。'],['\u3000廊下に飛び出した人からドンドン打った。']
