がつけら,しながら,すること
['\u3000投稿には、早速見知った人からの“いいね”がつけられているようだった。'],['\u3000異形がひょろ長い指で彼を指し示しながら言った。'],['\u3000この悍ましい店内では、女子高生達の定める道徳に賛同することでしか、生き残れないのだから。']
