ケタケタ,バキバキ,バラバラ,パチパチ,ドキドキ,ニヤニヤ,クンクン,クチャクチャ
['\u3000その洋館の地下からずっと可愛らしいケタケタ笑いだけが響き続けた。'],"['\u3000啜る音、咀嚼音、そしてバキバキと何かを砕く音……', '\u3000バキバキ音が聞こえるが、それも次第に落ち着いていく。']","['\u3000雄一達はバラバラに逃げようとした。', '\u3000日付はバラバラに飛んでいるが、重要そうなのが書いてある。']",['\u3000少し高い天井についている蛍光灯がパチパチと点滅を繰り返している。'],"['「でもドキドキしますね！私こーゆーのあこがれてました」', '「なんか、ドキドキしますね」']","['\u3000だがニヤニヤしながら心葉が雄一を見ているので、そう返事せざるを得ない。', '\u3000ニヤニヤしながら心葉がカズに話している。']",['\u3000少女が部屋をゆっくり回りながら、逐一鼻をクンクンと鳴らしている。'],['\u3000クチャクチャクチャ……']
