コンコン,バラバラ,パチパチ,ニコニコ,バリバリ,ガンガン,キョロキョロ,チャラチャラ,ズキズキ,ガリガリ
['\u3000コンコンコン――\n'],"['「私が全てを知ったのは、白井さんが死んだときだね。ありえないほどの力でバラバラに引き裂かれたと聞かせたとき、あの人は私の前で泣いたんだ。ああ、私も殺されるんだ。すまない、許してくれってね」\n', '『Ｗが死んだ。殺されたのだ。奴らの仕業だ。警察から詳しい話を聞いた。ありえないほどの力でバラバラに引き裂かれたようだった。確信した。私たちを追っている。そして見つけたみたいだった。私の命は残り少ないだろう。今週、Ｂに会う。打開策を見つけなければ』\n']",['\u3000パチパチと手を鳴らす仮面の男。\n'],['\u3000深沢はニコニコ笑っている。俺もつられて笑った。\n'],['\u3000高校時代は野球部というバリバリの体育会系だったので、上下関係のあまりない集まりというのは最初は戸惑ったが、慣れてしまえば楽なことはない。それに人数が少ないのも煩わしい人間関係に悩まなくても良かった。\n'],['\u3000正直に答えるしかない。命の危険だと分かる。警鐘が頭の中でガンガン鳴り響く！\n'],['\u3000警察署の外に出ると、駐車場にスーツ姿の兄貴が居た。俺は辺りをキョロキョロと見渡した。\n'],['\u3000他の四人も言われたとおり頭を下げた。どいつもこいつも格好が派手でチャラチャラしてやがる。しかし礼儀は弁えているようで、そこは好感を持てた。\n'],['\u3000駄目だ。頭がズキズキ痛む。思い出せない。\n'],['\u3000ガリガリガリ――\n']
