ばらばら,がたがた,もやもや
['後日、また服装がばらばらの人間は現れたが、恐れていた報道陣とかいう存在は現れなくなっていった。'],['がたがたと音を立てながら力づくで閉めようとしていると、足音が近づいて来ていることに気がついた。'],['言葉というものは凄いもので、もやもやした曖昧な部分を的確に表現する言葉などを知る事が出来た時は素直に気分が良くなる。']
