ケタケタ,ボロボロ,ニタニタ
['\u3000そんな僕の周りで、ケタケタと笑いながらぼさぼさした髪の毛を振り乱した女性がくるくると飛び回っている。'],['\u3000車は、崖から落ちただけにしては、異様にボロボロになっていた、何か犯罪に巻き込まれたのではないだろうか、だが、事故現場は発見されるまで人が立ち寄った形跡がない。'],"['\u3000僕の横でニタニタと笑っているレイ子さんをちらりと見た。', '\u3000砂を払う僕を見て、彼女は嬉しそうにニタニタ笑っている。', '\u3000若干棒読みの僕の言葉に、レイ子さんはうれしそうにニタニタと笑いながら僕の周りをぐるぐると飛び回った。']"
