スカウト,リーンスラ,パンチラ,ブルンブル,プスピー,アーボー,ウロチョロ,クスハー,バシャバシ,リンクス,ブリザー,グラウン,ヒーリン,ハッキリ,コントロ,メチャクチャ,ドログツ,スーパー,コンプラ
2,7,1,1,2,1,1,1,1,5,1,2,6,1,1,1,1,1,1
