クッキー,カラカン,ワンピー,カップル,ボンボー,コンパク,スカウト,パンパカ,ポリシー,ムズアップ,ジャンキー,コテンパン,ドキワク,ビラヌケ,ブルンブル,ピーカー,シックス,ポンコツ,プスピー,ワンパン,パチクリ,ゴチャゴチ,シックリ,ガラクタ,ペチャクチャ,クッキリ,ウジャウジ,コリゴリ,コンプリ,パッキリ,ビシバシ,パープル,ガーデン,ジャンピン,グラウン,プリズン,ドンパチ,ハッキリ,カップリ,ワンクッ,チンタラ,ムライチャ,メチャクチャ,ズタボロ,クダウン,スカウン,トンズラ,モタツカ,スーパー
1,2,1,2,2,4,1,1,3,1,2,2,2,3,1,1,4,4,1,1,1,3,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,9,1,1,1,1,4,1,2,1,1,1,2
